HasURL,URLCount,FreeEmail,SubjectLength,BodyLength,KeywordCount,Label
1,1,0,33,96,0,1
0,0,0,74,2620,0,0
0,0,0,21,121,0,1
0,0,0,30,347,0,1
1,8,0,88,4065,1,0
0,0,0,15,92,0,1
1,4,0,26,1529,1,0
0,0,0,71,342,1,1
1,1,0,29,174,0,1
1,1,0,20,162,0,1
0,0,0,66,83,0,1
1,9,0,39,2421,1,0
1,11,0,34,28057,0,0
1,1,1,21,739,0,0
1,4,0,49,661,0,0
1,4,0,59,6092,0,0
1,6,0,16,3621,2,0
1,9,0,57,2672,0,0
1,4,0,34,1674,1,0
1,24,0,20,3918,0,1
1,1,0,50,274,0,1
0,0,1,11,1199,1,0
1,1,0,125,11136,0,0
1,1,0,34,119,0,1
0,0,0,35,319,2,1
1,1,0,24,63,0,1
1,1,0,85,1188,0,0
0,0,0,36,305,1,1
1,4,0,41,1128,0,0
1,20,0,39,27917,3,0
0,0,0,48,324,1,1
0,0,0,34,83,0,1
0,0,0,48,310,1,1
1,24,0,53,7426,1,0
1,15,0,35,7161,0,0
1,1,0,31,1117,0,0
1,2,0,49,4434,0,0
1,1,0,31,1059,0,0
1,1,0,46,1937,0,0
1,2,1,41,2276,1,0
1,2,0,36,687,0,0
1,1,0,18,195,0,1
0,0,0,38,83,0,1
1,1,0,94,837,0,0
1,24,0,20,3918,0,1
1,24,0,20,3918,0,1
0,0,0,40,84,0,1
1,3,1,26,1886,0,0
0,0,0,20,3662,2,0
0,0,0,14,50,0,1
0,0,0,37,331,1,1
1,1,0,51,203,0,1
1,16,0,37,4899,0,0
0,0,0,25,4419,0,0
1,1,0,25,70,0,1
1,2,0,49,682,0,0
1,1,0,21,113,0,1
1,1,0,44,194,0,1
0,0,0,32,591,2,1
1,1,0,26,156,0,1
1,10,0,37,3685,1,0
1,1,0,31,366,0,1
1,1,0,62,50,0,1
0,0,0,34,214,0,1
1,2,0,50,1155,0,0
0,0,0,35,300,1,1
1,1,0,23,104,0,1
1,20,0,52,5560,1,0
0,0,0,43,397,0,1
1,2,0,49,1150,0,0
1,2,0,40,45881,6,0
1,4,0,56,3331,0,0
0,0,0,87,1739,0,0
1,3,0,57,3100,0,0
1,3,0,21,634,1,0
1,2,0,36,2153,0,0
0,0,0,16,339,1,1
1,2,0,35,2148,0,0
1,24,0,20,3918,0,1
0,0,0,46,319,1,1
1,24,0,20,3890,0,1
1,3,0,59,2306,0,0
1,1,0,26,643,0,1
1,1,0,39,71,0,1
1,1,0,23,214,1,1
1,1,0,25,991,0,0
0,0,0,35,320,1,1
1,1,0,48,181,0,1
1,1,0,15,3450,1,0
0,0,0,71,326,1,1
1,1,0,16,205,1,1
0,0,0,11,302,1,1
1,2,0,71,997,0,0
0,0,0,51,56,0,1
1,1,0,34,164,0,1
1,1,0,31,67,0,1
1,4,0,41,1075,1,0
0,0,0,36,311,1,1
0,0,0,33,311,1,1
1,1,0,18,81,0,1
1,8,0,46,1460,2,0
0,0,0,30,819,0,0
0,0,0,36,321,1,1
0,0,0,44,336,1,1
0,0,0,44,307,1,1
1,2,0,23,5639,0,0
1,24,0,20,3918,0,1
1,1,0,21,104,0,1
1,1,0,28,71,0,1
1,3,1,41,1566,1,0
1,2,0,50,1703,0,0
1,4,1,39,1940,0,0
1,1,0,37,45387,2,0
0,0,0,6,804,0,0
1,24,0,20,3906,0,1
1,2,0,49,1698,0,0
1,2,0,54,913,0,0
0,0,0,34,980,0,0
1,1,1,4,429,1,0
1,1,0,21,67,0,1
0,0,0,33,320,2,1
1,1,0,25,72,0,1
0,0,0,41,984,1,0
0,0,0,28,589,2,1
1,1,0,31,81,0,1
1,1,0,91,1524,1,0
1,1,0,34,118,0,1
1,1,0,14,47,0,1
0,0,0,36,328,1,1
0,0,0,34,1609,0,0
0,0,0,37,415,1,1
1,1,0,15,84,0,1
1,1,0,35,171,0,1
0,0,1,51,357,0,0
1,1,0,33,78,0,1
1,2,0,33,159,0,1
1,24,0,20,3918,0,1
0,0,0,36,1526,0,0
0,0,0,15,90,0,1
0,0,0,71,325,1,1
1,1,0,25,69,0,1
0,0,0,51,467,0,0
1,4,0,74,2850,0,0
1,1,0,23,75,0,1
1,24,0,20,3918,0,1
1,2,0,46,3194,1,0
1,1,0,25,74,0,1
0,0,0,24,332,2,1
0,0,0,11,303,1,1
0,0,0,44,300,1,1
0,0,0,19,220,0,1
0,0,0,53,797,0,0
1,1,0,39,68,0,1
1,1,0,56,184,0,1
0,0,0,46,3733,0,0
1,24,0,20,3895,0,1
0,0,0,24,299,1,1
0,0,0,51,1013,0,0
0,0,0,46,1460,0,0
0,0,0,26,1096,0,0
1,3,0,43,1426,0,0
1,2,1,45,285,0,0
1,4,0,84,2904,1,0
0,0,0,56,705,0,0
1,1,0,34,1938,0,0
1,2,0,22,5594,1,0
0,0,0,68,129,0,1
0,0,0,81,1478,1,1
1,3,0,49,2271,0,0
1,1,0,55,784,1,1
1,24,0,20,3918,0,1
1,8,0,60,2877,2,0
1,1,0,19,141,0,1
0,0,0,24,210,0,1
1,1,1,26,456,0,1
0,0,0,53,1340,0,0
1,1,0,36,386,0,0
1,1,0,34,77,0,1
1,1,0,31,115,0,1
1,1,0,34,4398,0,0
0,0,0,16,317,1,1
1,1,0,34,75,0,1
1,2,0,32,357,0,0
1,1,0,38,70,0,1
0,0,0,53,566,0,0
1,1,0,25,65,0,1
0,0,1,40,9372,1,0
1,24,0,20,3918,0,1
1,1,0,59,488,1,1
1,5,0,76,2817,1,0
1,2,0,26,173,0,1
1,24,0,20,3891,0,1
1,1,0,25,152,1,1
0,0,0,35,296,1,1
1,1,0,25,110,0,1
0,0,0,56,1131,0,0
1,2,0,35,149,0,1
0,0,0,48,1113,0,0
1,24,0,20,3918,0,1
0,0,1,31,332,0,0
0,0,0,36,315,1,1
1,24,0,20,3918,0,1
1,4,0,70,2333,0,0
1,0,0,3,491,0,1
1,6,0,124,7216,0,0
1,1,0,34,106,0,1
1,1,0,39,183,0,1
1,24,0,20,3918,0,1
1,24,0,20,3918,0,1
1,43,0,41,7359,1,0
1,1,0,35,72,0,1
1,1,0,21,66,0,1
1,1,0,35,73,0,1
1,2,0,90,1667,0,0
0,0,0,27,2909,0,0
1,1,0,33,984,0,0
1,5,0,94,4599,1,0
0,0,0,48,498,0,0
1,4,0,102,5787,0,0
0,0,0,41,1342,1,0
1,13,0,89,16823,1,0
1,6,0,83,4930,0,0
1,24,0,20,3918,0,1
1,4,0,39,2047,0,0
1,1,0,35,1648,0,0
1,1,0,24,86,0,1
1,24,0,20,3918,0,1
1,24,0,20,3918,0,1
1,5,0,94,2704,0,0
1,1,0,53,160,0,1
0,0,0,32,318,1,1
1,1,0,41,154,0,1
1,2,0,70,929,0,0
1,2,0,34,3195,0,0
0,0,0,36,306,1,1
1,1,0,30,104,0,1
1,3,0,65,2293,0,0
1,1,0,38,115,0,1
1,15,0,54,3854,2,0
1,1,0,58,176,0,1
1,1,0,33,160,0,1
1,1,0,37,55072,0,0
1,24,0,20,3918,0,1
1,5,1,48,898,0,0
1,1,0,21,106,0,1
0,0,0,33,336,1,1
0,0,0,16,332,1,1
1,1,0,24,68,0,1
1,1,0,27,171,0,1
1,4,1,39,1773,0,0
1,2,0,36,3110,0,0
1,1,0,40,196,0,1
1,1,0,26,125,0,1
0,0,0,42,308,1,1
0,0,0,27,1269,0,0
1,1,0,31,96,0,1
1,1,0,27,169,0,1
1,1,0,34,114,0,1
1,2,0,35,3105,0,0
0,0,0,35,214,0,1
1,1,0,23,125,0,1
0,0,0,35,437,0,0
1,24,0,20,3894,0,1
1,1,0,26,176,0,1
1,1,0,41,1934,2,0
1,2,0,18,189,0,1
1,2,0,38,173,0,1
1,1,0,10,981,1,0
1,1,0,42,308,0,1
0,0,0,33,898,1,0
0,0,0,15,254,0,1
1,1,0,23,3343,0,0
1,4,0,28,1575,0,0
0,0,0,24,328,1,1
1,1,0,26,643,0,1
0,0,0,32,309,1,1
1,0,0,49,2318,0,0
1,1,0,36,318,0,1
1,24,0,20,3895,0,1
1,24,0,20,3918,0,1
1,24,0,20,3894,0,1
0,0,0,46,820,0,0
1,1,0,30,107,0,1
1,2,0,26,181,0,1
1,3,0,47,2330,0,0
1,1,0,34,62,0,1
1,1,0,25,157,0,1
1,3,0,72,6691,0,0
1,1,0,34,1361,0,0
1,5,0,99,3643,0,0
1,9,0,66,4440,1,0
0,0,0,35,740,0,0
1,2,0,27,339,0,0
0,0,1,35,890,0,0
1,1,0,94,2051,1,0
1,1,0,18,99,0,1
1,1,0,19,169,0,1
1,5,0,42,12910,2,0
1,5,0,97,2824,1,0
1,24,0,20,3918,0,1
1,8,0,43,6167,0,0
0,0,0,51,754,0,0
1,1,0,34,641,0,1
0,0,0,23,1141,0,0
1,24,0,20,3918,0,1
1,10,0,56,13601,1,0
1,24,0,20,3894,0,1
1,1,0,33,264,0,1
1,6,1,51,5052,0,0
1,1,0,22,73,0,1
1,24,0,20,3894,0,1
1,24,0,20,3894,0,1
0,0,1,37,342,0,0
0,0,0,16,295,0,1
1,4,0,89,1864,0,0
1,1,0,27,175,0,1
1,11,0,39,4252,2,0
0,0,0,15,299,0,1
1,1,0,33,2325,1,0
0,0,0,32,316,1,1
1,7,1,51,9468,0,0
0,0,0,25,332,1,1
1,24,0,20,3918,0,1
0,0,0,37,442,1,0
1,1,0,71,766,1,1
1,24,0,20,3918,0,1
0,0,0,34,820,0,0
1,2,0,34,164,0,1
1,1,0,28,164,0,1
0,0,0,42,306,1,1
1,4,0,86,1737,0,0
1,55,0,54,143970,3,0
1,1,0,28,193,0,1
1,1,0,54,600,1,1
1,1,0,34,1717,0,0
0,0,0,22,280,1,1
1,1,0,57,839,1,1
1,2,0,64,2413,0,0
1,24,0,20,3918,0,1
1,24,0,20,3894,0,1
0,0,0,69,1281,0,0
0,0,0,35,334,1,1
0,0,0,15,293,0,1
0,0,0,29,601,2,1
1,1,0,16,172,0,1
0,0,0,19,296,0,1
1,3,1,43,490,0,0
0,0,0,48,1261,0,0
1,1,0,13,201,0,1
1,1,0,29,171,0,1
0,0,0,30,3451,2,0
0,0,1,56,815,0,0
1,1,0,54,618,1,0
1,24,0,20,3918,0,1
0,0,0,26,82,1,1
1,4,0,49,1377,1,0
1,24,0,20,3918,0,1
1,1,0,51,158,0,1
1,1,0,24,70,0,1
1,1,0,22,163,0,1
0,0,0,40,421,0,1
1,1,1,51,170,0,0
0,0,0,67,55,0,1
1,1,0,38,634,1,1
1,1,0,24,223,0,1
1,1,0,30,1299,1,0
1,4,1,30,882,0,0
1,24,0,20,3918,0,1
0,0,0,16,320,1,1
1,2,0,30,1799,1,0
1,1,0,66,3793,2,0
0,0,0,38,391,0,1
0,0,0,29,344,0,1
0,0,0,50,4128,0,0
0,0,0,0,493,0,0
1,1,1,51,445,0,0
0,0,0,41,745,1,0
1,2,0,55,1552,0,0
1,1,0,35,366,0,0
1,1,0,66,1109,0,0
1,1,0,37,40950,0,0
1,1,0,44,643,0,1
1,2,0,57,1805,0,0
1,1,1,20,238,0,1
1,2,0,54,926,0,0
1,1,0,46,636,0,1
1,2,1,34,2606,1,0
1,1,0,17,75,0,1
1,1,0,49,1918,1,0
1,3,1,17,859,0,0
1,2,0,34,3273,1,0
0,0,0,36,317,1,1
1,1,0,31,69,0,1
1,2,0,18,155,0,1
0,0,0,37,315,2,1
1,1,1,51,389,0,0
1,1,0,25,163,0,1
1,1,0,67,2031,0,0
0,0,0,33,315,1,1
0,0,0,44,311,1,1
0,0,0,68,3716,0,0
1,24,0,20,3918,0,1
0,0,0,24,93,0,1
1,1,0,38,67,0,1
0,0,1,19,19,0,0
1,1,0,24,68,0,1
1,2,0,48,539,0,0
1,2,1,34,1513,1,0
0,0,0,30,935,0,0
1,24,0,20,3918,0,1
0,0,0,41,1269,1,0
1,24,0,20,3918,0,1
1,0,0,3,462,1,1
1,1,0,62,3995,0,0
1,1,1,51,185,0,0
1,24,0,20,3918,0,1
1,24,0,20,3918,0,1
1,1,0,35,109,0,1
0,0,0,33,698,0,0
1,1,0,40,167,0,1
1,2,0,53,714,0,0
1,1,0,24,107,0,1
1,1,0,58,702,0,0
1,1,0,18,140,0,1
1,1,0,31,94,0,1
0,0,0,57,164,0,0
1,1,0,35,170,0,1
0,0,0,16,244,0,1
1,2,0,53,5720,0,0
1,1,0,45,105,0,1
0,0,0,11,315,1,1
1,1,0,31,170,0,1
1,15,0,37,16599,2,0
0,0,0,46,2187,0,0
1,1,0,35,175,0,1
0,0,0,44,308,1,1
1,3,0,102,2990,0,0
1,1,0,38,165,0,1
0,0,0,59,289,0,1
1,1,0,35,575,0,0
1,3,0,22,3627,0,0
1,24,0,20,3918,0,1
0,0,0,35,333,1,1
0,0,0,31,1036,0,0
0,0,0,35,322,1,1
0,0,0,10,332,1,1
1,24,0,20,3918,0,1
1,2,0,54,675,0,0
1,1,0,31,171,0,1
1,1,0,24,71,0,1
1,1,0,49,171,0,1
1,3,0,24,206,0,1
1,2,0,34,6103,0,0
0,0,0,63,82,0,1
1,3,0,18,4144,0,0
0,0,0,36,318,1,1
1,1,0,23,108,1,1
1,1,0,40,2231,0,0
0,0,0,32,472,0,1
1,1,0,27,220,1,1
1,1,0,24,72,0,1
0,0,0,41,1143,1,0
1,2,0,34,2101,1,0
1,1,0,27,155,0,1
1,2,1,26,1040,0,0
0,0,1,80,253,0,0
1,24,0,20,3918,0,1
1,1,0,31,148,0,1
1,2,1,34,711,1,0
1,1,0,33,150,0,1
0,0,0,46,325,1,1
0,0,0,33,309,1,1
1,3,1,33,812,0,0
1,1,0,24,78,0,1
0,0,0,53,75,0,1
1,4,0,28,2017,1,0
1,1,0,77,705,1,1
1,2,0,53,443,0,0
1,1,0,55,235,0,1
1,1,0,51,466,0,0
1,2,0,83,960,0,0
0,0,0,18,347,0,0
1,3,0,49,1019,1,0
1,1,0,31,1607,0,0
0,0,0,37,946,0,0
0,0,0,41,710,0,0
1,1,0,23,139,0,1
1,2,0,38,178,1,1
1,1,0,44,47,0,1
1,1,0,26,215,1,1
0,0,0,19,1419,1,0
1,1,0,110,654,1,1
1,1,0,34,67,0,1
0,0,0,42,424,0,0
1,1,0,28,85,0,1
1,1,0,38,82,0,1
1,4,0,50,666,0,0
0,0,0,45,411,1,1
0,0,0,21,215,0,1
0,0,0,61,198,0,1
0,0,0,29,593,2,1
1,1,0,54,827,1,0
1,1,0,67,511,0,0
0,0,0,48,338,1,1
1,1,0,67,417,0,0
1,1,0,30,167,0,1
1,1,0,48,624,0,0
1,1,0,31,92,0,1
1,1,0,42,633,1,1
1,1,0,55,628,1,0
0,0,0,54,1282,0,0
1,1,0,37,180,0,1
1,1,1,77,675,0,0
1,1,0,28,103,1,1
1,1,0,26,104,0,1
0,0,0,31,4842,2,0
0,0,0,19,256,0,1
0,0,0,33,843,0,0
1,1,0,88,5673,2,0
1,1,0,32,309,0,1
1,1,0,34,77,0,1
1,1,0,65,455,0,1
1,2,0,45,907,0,0
1,1,0,24,66,0,1
1,1,0,60,322,1,1
0,0,0,73,1213,0,0
1,1,0,36,246,0,1
1,2,0,26,188,0,1
1,133,0,51,18964,3,0
1,1,0,46,383,0,1
1,1,0,29,163,0,1
0,0,0,39,589,2,1
1,1,0,28,1092,0,0
1,1,0,18,78,0,1
1,1,0,31,89,0,1
1,1,0,38,100,0,1
0,0,0,29,312,1,1
0,0,0,44,335,1,1
0,0,0,45,69,0,1
1,2,0,50,2869,0,0
0,0,0,92,1471,0,0
1,1,0,34,107,0,1
0,0,0,16,304,1,1
0,0,0,11,323,1,1
1,1,0,58,396,0,1
1,2,0,61,550,0,0
1,1,0,17,83,0,1
1,2,0,107,868,0,0
1,1,0,65,812,0,0
0,0,0,41,1504,2,1
1,24,0,20,3918,0,1
1,1,0,39,67,0,1
1,1,0,31,177,0,1
1,1,0,65,244,1,1
1,2,1,50,495,0,1
0,0,0,77,100,0,1
1,1,0,23,312,0,1
1,12,0,38,3653,1,0
1,4,0,43,2979,1,0
0,0,0,43,2139,1,0
0,0,0,38,3502,4,0
1,1,0,17,80,0,1
1,1,0,46,431,0,1
0,0,0,11,304,2,1
1,1,0,19,176,0,1
1,1,0,35,319,0,1
1,4,0,63,1397,0,0
1,1,0,32,326,0,1
1,2,0,49,2864,0,0
0,0,0,48,301,1,1
0,0,0,21,319,1,1
1,1,0,13,198,0,1
0,0,0,29,329,1,1
0,0,0,60,448,0,0
1,1,0,21,60,0,1
0,0,0,17,253,0,1
1,1,0,38,88,0,1
0,0,0,46,915,0,0
0,0,0,32,594,2,1
0,0,0,33,833,0,0
0,0,0,52,55,0,1
0,0,0,61,598,2,1
0,0,0,19,91,0,1
1,1,0,24,81,0,1
1,1,0,34,99,0,1
0,0,0,25,317,1,1
1,2,0,36,1449,1,0
0,0,0,10,299,1,1
0,0,0,16,247,0,1
0,0,0,40,146,1,1
0,0,0,25,316,1,1
0,0,0,60,326,0,0
0,0,0,18,251,0,1
1,2,0,83,906,0,0
1,1,0,25,152,0,1
1,1,0,52,172,0,1
0,0,0,47,334,0,0
1,1,0,32,72,0,1
0,0,0,75,1478,1,1
0,0,0,32,315,1,1
0,0,0,18,2275,0,0
1,24,0,20,3918,0,1
1,1,0,47,167,0,1
1,24,0,20,3894,0,1
1,2,0,49,1444,1,0
0,0,0,33,1037,0,0
0,0,0,21,252,0,1
0,0,0,32,580,2,1
1,2,1,43,995,1,0
0,0,0,19,251,0,1
0,0,0,44,330,1,1
1,2,0,38,158,0,1
0,0,1,48,4590,1,0
1,1,0,39,158,0,1
0,0,0,29,2168,1,0
1,1,0,35,80,0,1
0,0,0,14,243,0,1
1,3,0,40,1380,3,0
1,1,0,25,97,0,1
0,0,0,48,317,1,1
1,1,0,25,100,1,1
1,2,0,59,3174,0,0
1,1,0,24,110,0,1
1,1,0,34,164,0,1
1,1,0,28,67,0,1
1,1,0,26,103,0,1
1,2,0,34,179,0,1
0,0,0,25,308,1,1
0,0,0,25,98,0,1
1,1,0,30,285,0,1
1,27,0,81,11355,2,0
0,0,0,41,167,0,0
0,0,0,33,313,1,1
1,1,0,23,198,1,1
1,1,0,35,85,0,1
1,1,0,39,103,0,1
0,0,0,22,1471,0,0
0,0,0,32,590,2,1
1,24,0,20,3895,0,1
1,1,0,29,160,0,1
1,1,0,24,179,0,1
1,24,0,20,3894,0,1
1,1,0,112,331,0,0
1,1,0,38,111,0,1
1,1,0,17,83,0,1
0,0,0,11,319,1,1
0,0,0,52,673,0,0
1,1,0,41,168,0,1
0,0,0,32,322,1,1
1,8,0,32,5590,1,0
0,0,0,10,38,0,1
1,1,0,36,198,0,1
1,1,0,35,95,0,1
1,1,0,45,538,0,0
1,24,0,20,3894,0,1
1,1,0,70,675,0,0
0,0,0,37,297,1,1
0,0,0,22,507,0,0
1,1,0,49,145,0,1
1,2,0,49,1194,1,0
0,0,0,17,92,0,1
0,0,0,25,580,2,1
0,0,0,47,604,0,0
0,0,0,36,298,1,1
1,1,0,34,341,0,1
1,2,0,73,2059,0,0
0,0,0,17,253,0,1
1,1,0,60,238,0,1
1,1,0,22,1683,0,0
1,1,0,44,1129,0,0
1,24,0,20,3895,0,1
1,1,0,30,176,0,1
1,1,0,24,89,0,1
1,2,1,31,985,1,0
1,1,0,28,165,0,1
0,0,0,37,325,1,1
1,1,0,22,1260,0,0
0,0,0,44,319,1,1
0,0,0,46,73,1,1
1,1,0,39,86,0,1
0,0,0,44,315,1,1
1,1,0,22,165,0,1
0,0,0,22,1044,0,0
0,0,0,73,37,0,1
0,0,0,22,1587,0,0
1,24,0,20,3918,0,1
1,1,0,67,1806,2,0
1,1,0,24,300,0,1
1,1,0,49,259,0,1
0,0,0,21,325,1,1
0,0,0,36,343,1,1
0,0,0,22,1906,0,0
1,1,0,25,120,0,1
0,0,0,44,128,1,1
1,24,0,20,3895,0,1
1,4,0,36,321,0,0
0,0,0,74,401,0,0
0,0,0,33,304,1,1
0,0,0,19,34,0,1
1,3,0,27,2688,1,0
0,0,0,49,236,0,1
1,1,0,60,326,0,1
1,1,0,24,90,0,1
1,1,0,56,183,0,1
0,0,0,48,327,1,1
1,1,0,22,1250,1,0
0,0,0,7,38,0,1
0,0,0,11,322,1,1
1,1,0,35,112,0,1
1,2,0,22,1817,0,0
1,13,0,53,6982,1,0
1,1,0,15,74,0,1
1,1,0,24,67,0,1
0,0,0,47,409,0,0
0,0,0,32,320,1,1
1,1,0,24,72,0,1
1,2,0,28,680,0,0
0,0,0,44,309,1,1
1,1,0,37,292,0,1
1,1,0,15,78,0,1
1,1,0,27,290,0,1
1,5,0,28,1429,1,0
1,1,0,17,77,0,1
0,0,0,19,90,0,1
0,0,0,48,308,1,1
1,1,0,27,310,0,1
1,1,0,47,585,1,1
1,24,0,20,3894,0,1
1,6,0,32,1386,0,0
1,24,0,20,3918,0,1
1,2,0,50,1199,1,0
0,0,0,54,5502,3,0
1,24,0,20,3918,0,1
1,1,0,55,627,1,1
0,0,0,53,66,0,1
1,2,0,32,2544,0,0
0,0,0,28,209,0,1
1,6,0,32,1443,0,0
0,0,0,43,77,0,1
0,0,1,52,898,0,0
0,0,0,36,316,1,1
1,1,0,17,66,0,1
1,1,0,28,159,0,1
1,6,0,32,3905,1,0
1,1,0,24,79,0,1
1,1,0,11,296,0,1
0,0,0,11,264,0,1
1,51,0,34,16763,1,0
0,0,0,31,485,0,1
1,2,0,32,4049,1,0
1,24,0,20,3918,0,1
0,0,1,36,3880,3,0
0,0,0,35,337,1,1
1,1,0,15,85,0,1
1,24,0,20,3918,0,1
1,2,0,43,1265,1,0
1,77,0,28,16103,3,0
0,0,0,31,1008,0,0
0,0,0,26,376,1,0
1,5,0,28,4458,2,0
1,5,0,29,4438,2,0
1,1,1,30,608,0,0
1,1,0,46,175,0,1
0,0,0,12,337,0,0
1,1,0,42,1211,0,1
0,0,0,45,290,0,1
0,0,0,18,248,0,1
1,2,0,32,1270,0,0
0,0,0,26,4204,2,0
1,1,0,60,165,1,1
1,5,0,31,1582,0,0
1,1,0,30,141,0,1
1,3,0,36,2700,1,0
1,1,0,76,659,1,1
0,0,0,49,428,0,1
1,1,0,33,73,0,1
1,7,0,51,3089,1,0
1,2,0,24,173,0,1
1,1,0,17,82,0,1
1,1,0,71,876,1,0
0,0,0,64,131,0,1
1,1,0,54,209,0,1
0,0,0,17,90,0,1
1,48,0,31,8406,3,0
0,0,0,34,62,0,1
0,0,0,32,345,1,1
1,1,0,38,3376,1,0
1,6,0,62,19290,0,0
1,1,0,28,170,0,1
0,0,0,32,580,2,1
0,0,0,15,317,1,1
0,0,0,71,324,1,1
0,0,0,74,689,0,0
0,0,0,24,326,1,1
0,0,0,71,338,1,1
1,1,0,53,160,0,1
1,24,0,20,3918,0,1
0,0,0,42,324,1,1
0,0,1,56,169,0,0
1,1,0,39,105,0,1
1,1,0,55,736,1,1
0,0,0,32,594,2,1
0,0,0,29,332,1,1
0,0,0,31,1363,0,0
1,1,0,31,495,0,1
1,1,0,34,90,0,1
1,0,0,3,479,0,1
0,0,1,10,1473,0,0
0,0,0,21,328,1,1
0,0,0,17,542,1,1
0,0,0,41,98,0,0
1,1,0,24,118,0,1
0,0,0,45,361,0,0
1,1,0,21,169,0,1
1,1,0,39,88,0,1
1,1,0,61,168,0,1
1,1,0,28,74,0,1
0,0,0,14,1775,0,0
0,0,0,30,5452,1,0
0,0,0,36,297,1,1
0,0,0,31,61,0,1
0,0,0,32,310,1,1
0,0,1,4,1409,0,0
1,1,0,99,657,1,1
1,2,0,24,180,0,1
1,1,0,14,201,1,1
1,2,0,34,778,1,0
0,0,0,36,326,1,1
1,1,0,35,128,0,1
1,1,0,25,81,0,1
1,1,0,36,126,0,1
1,1,0,35,99,0,1
1,1,0,39,109,1,1
0,0,0,48,312,1,1
1,1,0,36,229,0,1
1,7,0,48,9797,0,0
0,0,0,31,455,0,1
0,0,0,36,340,1,1
0,0,0,44,342,1,1
0,0,0,18,240,0,1
0,0,0,45,814,0,0
0,0,0,10,327,1,1
1,1,0,17,77,0,1
1,1,0,53,4851,0,0
1,1,0,32,75,0,1
1,1,0,32,82,0,1
1,1,0,18,202,0,1
1,1,0,36,173,0,1
1,1,0,74,1396,0,0
1,6,0,36,3376,1,0
1,1,0,31,111,0,1
0,0,0,21,311,1,1
1,1,0,61,705,1,1
0,0,0,33,320,1,1
1,1,0,23,198,0,1
0,0,0,10,147,0,1
1,24,0,20,3918,0,1
0,0,0,44,323,1,1
1,1,0,55,183,0,1
0,0,0,52,323,1,1
1,1,0,26,165,0,1
1,24,0,20,3918,0,1
1,1,0,25,110,0,1
0,0,0,33,583,2,1
1,24,0,20,3918,0,1
1,1,0,37,208,2,1
0,0,0,65,72,0,1
1,24,0,20,3918,0,1
1,24,0,20,3918,0,1
1,1,0,29,246,0,1
0,0,0,39,593,2,1
1,30,0,39,11446,2,0
1,2,0,54,1216,1,0
1,3,0,43,1225,1,0
1,1,0,76,844,0,0
1,8,0,36,3838,0,0
1,3,1,49,781,1,0
1,1,0,21,149,0,1
1,1,0,47,528,0,0
0,0,0,44,317,1,1
0,0,0,22,64,0,1
1,1,0,25,221,0,1
0,0,0,65,137,1,1
1,24,0,20,3918,0,1
0,0,0,51,6446,3,0
1,24,0,20,3918,0,1
1,1,0,31,293,0,1
0,0,0,29,579,2,1
0,0,0,51,497,0,0
1,24,0,20,3918,0,1
1,1,0,51,159,0,1
1,1,0,34,273,0,1
1,1,0,22,147,0,1
1,1,0,16,189,0,1
1,24,0,20,3918,0,1
1,1,0,28,86,0,1
0,0,0,54,950,0,0
1,1,0,34,62,0,1
0,0,0,24,325,1,1
1,2,0,46,2930,0,0
1,10,0,31,11907,0,0
1,1,0,30,288,0,1
1,1,0,32,137,0,1
0,0,0,45,2996,0,0
1,2,0,24,142,0,1
1,1,0,40,166,0,1
1,4,0,32,944,0,0
0,0,0,11,325,1,1
0,0,0,24,309,1,1
1,24,0,20,3918,0,1
1,1,0,53,9722,2,0
0,0,0,36,465,0,1
1,1,0,31,993,0,0
1,24,0,20,3918,0,1
1,24,0,20,3918,0,1
1,24,0,20,3893,0,1
1,1,0,13,534,0,0
0,0,0,36,71,0,1
0,0,0,60,4449,0,0
1,1,0,24,86,0,1
1,1,0,52,769,1,1
1,2,0,45,548,0,0
1,24,0,20,3918,0,1
0,0,0,15,312,1,1
0,0,0,25,325,1,1
0,0,0,18,248,0,1
0,0,0,18,252,0,1
1,1,0,45,397,0,0
1,1,0,40,184,0,1
1,6,0,96,1439,0,0
0,0,0,46,306,1,1
0,0,0,14,247,0,1
0,0,0,39,640,1,1
1,24,0,20,3893,0,1
1,24,0,20,3895,0,1
1,24,0,20,3894,0,1
0,0,0,21,111,1,1
0,0,0,33,319,1,1
1,24,0,20,3894,0,1
1,17,0,13,3795,1,0
0,0,0,24,315,1,1
1,24,0,20,3894,0,1
1,2,0,53,1620,0,0
1,24,0,20,3918,0,1
1,1,0,67,150,1,1
1,24,0,20,3918,0,1
0,0,0,44,530,0,0
0,0,0,15,73,1,1
1,1,0,20,169,0,1
1,24,0,20,3918,0,1
1,2,0,25,148,0,1
1,1,1,85,1928,0,0
1,1,0,29,305,0,1
1,24,0,20,3918,0,1
1,24,0,20,3918,0,1
0,0,0,42,567,2,1
1,24,0,20,3918,0,1
0,0,0,62,639,1,1
0,0,0,62,4305,0,0
1,2,0,39,6408,0,0
0,0,0,42,359,0,1
0,0,0,44,327,1,1
1,24,0,20,3918,0,1
1,24,0,20,3918,0,1
1,1,0,76,735,0,0
1,1,0,21,86,0,1
1,1,0,28,496,0,1
1,24,0,20,3918,0,1
0,0,0,20,87,0,0
1,1,0,16,272,0,1
1,24,0,20,3918,0,1
0,0,0,52,322,1,1
1,24,0,20,3894,0,1
